Timestamp,Power (kW),Temp (C°)
1/8/2010 16:45,271.1,12.8
1/8/2010 17:00,280.2,12.8
1/8/2010 17:15,319.5,10.6
1/8/2010 17:30,317.1,10.6
1/8/2010 17:45,317.7,10.6
1/8/2010 18:00,311.3,10.6
1/8/2010 18:15,306.1,9.4
1/8/2010 18:30,307.3,9.4
1/8/2010 18:45,308.4,9.4
1/8/2010 19:00,308.9,9.4
1/8/2010 19:15,313.0,9.4
1/8/2010 19:30,307.2,9.4
1/8/2010 19:45,305.2,9.4
1/8/2010 20:00,304.9,9.4
1/8/2010 20:15,306.3,9.4
1/8/2010 20:30,301.1,9.4
1/8/2010 20:45,298.9,9.4
1/8/2010 21:00,299.9,9.4
1/8/2010 21:15,296.6,8.9
1/8/2010 21:30,295.4,8.9
1/8/2010 21:45,303.8,8.9
1/8/2010 22:00,299.3,8.9
1/8/2010 22:15,282.4,7.8
1/8/2010 22:30,283.3,7.8
1/8/2010 22:45,279.9,7.8
1/8/2010 23:00,285.1,7.8
1/8/2010 23:15,191.7,7.8
1/8/2010 23:30,190.5,7.8
1/8/2010 23:45,157.8,7.8
1/9/2010 0:00,157.6,7.8
1/9/2010 0:15,159.3,7.8
1/9/2010 0:30,144.0,7.8
1/9/2010 0:45,157.1,7.8
1/9/2010 1:00,157.5,7.8
1/9/2010 1:15,162.7,7.2
1/9/2010 1:30,149.7,7.2
1/9/2010 1:45,146.9,7.2
1/9/2010 2:00,160.3,7.2
1/9/2010 2:15,153.2,7.2
1/9/2010 2:30,156.7,7.2
1/9/2010 2:45,154.7,7.2
1/9/2010 3:00,154.7,7.2
1/9/2010 3:15,151.9,7.2
1/9/2010 3:30,144.3,7.2
1/9/2010 3:45,151.7,7.2
1/9/2010 4:00,156.7,7.2
1/9/2010 4:15,150.6,7.2
1/9/2010 4:30,154.9,7.2
1/9/2010 4:45,150.0,7.2
1/9/2010 5:00,153.6,7.2
1/9/2010 5:15,151.5,7.2
1/9/2010 5:30,158.5,7.2
1/9/2010 5:45,161.5,7.2
1/9/2010 6:00,153.4,7.2
1/9/2010 6:15,158.8,7.2
1/9/2010 6:30,154.9,7.2
1/9/2010 6:45,160.9,7.2
1/9/2010 7:00,164.0,7.2
1/9/2010 7:15,184.9,7.2
1/9/2010 7:30,188.1,7.2
1/9/2010 7:45,173.3,7.2
1/9/2010 8:00,172.4,7.2
1/9/2010 8:15,268.0,6.7
1/9/2010 8:30,263.1,6.7
1/9/2010 8:45,260.0,6.7
1/9/2010 9:00,260.0,6.7
1/9/2010 9:15,260.8,7.2
1/9/2010 9:30,255.7,7.2
1/9/2010 9:45,264.3,7.2
1/9/2010 10:00,267.3,7.2
1/9/2010 10:15,261.0,8.3
1/9/2010 10:30,260.9,8.3
1/9/2010 10:45,261.7,8.3
1/9/2010 11:00,265.1,8.3
1/9/2010 11:15,267.2,9.4
1/9/2010 11:30,261.0,9.4
1/9/2010 11:45,269.9,9.4
1/9/2010 12:00,263.8,9.4
1/9/2010 12:15,268.2,10.6
1/9/2010 12:30,269.3,10.6
1/9/2010 12:45,269.3,10.6
1/9/2010 13:00,266.6,10.6
1/9/2010 13:15,263.9,10.6
1/9/2010 13:30,264.2,10.6
1/9/2010 13:45,270.4,10.6
1/9/2010 14:00,270.2,10.6
1/9/2010 14:15,262.8,10.0
1/9/2010 14:30,263.3,10.0
1/9/2010 14:45,270.3,10.0
1/9/2010 15:00,272.2,10.0
1/9/2010 15:15,270.4,12.2
1/9/2010 15:30,267.1,12.2
1/9/2010 15:45,275.2,12.2
1/9/2010 16:00,270.5,12.2
1/9/2010 16:15,273.3,12.8
1/9/2010 16:30,266.6,12.8
1/9/2010 16:45,261.7,12.8
1/9/2010 17:00,266.5,12.8
1/9/2010 17:15,310.3,12.2
1/9/2010 17:30,306.8,12.2
1/9/2010 17:45,307.1,12.2
1/9/2010 18:00,316.8,12.2
1/9/2010 18:15,310.0,10.0
1/9/2010 18:30,306.0,10.0
1/9/2010 18:45,307.1,10.0
1/9/2010 19:00,308.4,10.0
1/9/2010 19:15,309.3,9.4
1/9/2010 19:30,307.2,9.4
1/9/2010 19:45,306.4,9.4
1/9/2010 20:00,308.5,9.4
1/9/2010 20:15,304.3,9.4
1/9/2010 20:30,301.2,9.4
1/9/2010 20:45,300.0,9.4
1/9/2010 21:00,303.5,9.4
1/9/2010 21:15,304.6,8.3
1/9/2010 21:30,292.1,8.3
1/9/2010 21:45,283.4,8.3
1/9/2010 22:00,284.1,8.3
1/9/2010 22:15,281.0,7.2
1/9/2010 22:30,284.8,7.2
1/9/2010 22:45,287.8,7.2
1/9/2010 23:00,293.5,7.2
1/9/2010 23:15,196.9,6.7
1/9/2010 23:30,193.8,6.7
1/9/2010 23:45,168.3,6.7
1/10/2010 0:00,164.3,6.7
1/10/2010 0:15,160.6,6.7
1/10/2010 0:30,152.8,6.7
1/10/2010 0:45,152.6,6.7
1/10/2010 1:00,160.8,6.7
1/10/2010 1:15,154.4,5.6
1/10/2010 1:30,155.4,5.6
1/10/2010 1:45,151.9,5.6
1/10/2010 2:00,149.4,5.6
1/10/2010 2:15,145.5,5.0
1/10/2010 2:30,146.3,5.0
1/10/2010 2:45,148.8,5.0
1/10/2010 3:00,147.8,5.0
1/10/2010 3:15,148.4,5.6
1/10/2010 3:30,153.5,5.6
1/10/2010 3:45,149.3,5.6
1/10/2010 4:00,147.0,5.6
1/10/2010 4:15,156.0,5.0
1/10/2010 4:30,157.7,5.0
1/10/2010 4:45,159.7,5.0
1/10/2010 5:00,153.0,5.0
1/10/2010 5:15,153.2,4.4
1/10/2010 5:30,155.5,4.4
1/10/2010 5:45,161.0,4.4
1/10/2010 6:00,160.6,4.4
1/10/2010 6:15,158.5,5.0
1/10/2010 6:30,167.0,5.0
1/10/2010 6:45,161.2,5.0
1/10/2010 7:00,162.6,5.0
1/10/2010 7:15,175.0,6.1
1/10/2010 7:30,193.2,6.1
1/10/2010 7:45,180.5,6.1
1/10/2010 8:00,180.2,6.1
1/10/2010 8:15,261.1,6.1
1/10/2010 8:30,256.5,6.1
1/10/2010 8:45,256.6,6.1
1/10/2010 9:00,254.6,6.1
1/10/2010 9:15,258.2,6.1
1/10/2010 9:30,257.3,6.1
1/10/2010 9:45,261.4,6.1
1/10/2010 10:00,254.6,6.1
1/10/2010 10:15,252.1,6.7
1/10/2010 10:30,260.3,6.7
1/10/2010 10:45,264.1,6.7
1/10/2010 11:00,265.1,6.7
1/10/2010 11:15,271.1,7.8
1/10/2010 11:30,267.5,7.8
1/10/2010 11:45,261.3,7.8
1/10/2010 12:00,268.3,7.8
1/10/2010 12:15,260.2,10.0
1/10/2010 12:30,267.4,10.0
1/10/2010 12:45,270.7,10.0
1/10/2010 13:00,265.2,10.0
1/10/2010 13:15,269.5,11.7
1/10/2010 13:30,268.9,11.7
1/10/2010 13:45,269.4,11.7
1/10/2010 14:00,270.8,11.7
1/10/2010 14:15,270.0,11.7
1/10/2010 14:30,273.4,11.7
1/10/2010 14:45,271.3,11.7
1/10/2010 15:00,268.0,11.7
1/10/2010 15:15,276.4,12.8
1/10/2010 15:30,273.4,12.8
1/10/2010 15:45,270.2,12.8
1/10/2010 16:00,273.3,12.8
1/10/2010 16:15,266.8,12.8
1/10/2010 16:30,270.1,12.8
1/10/2010 16:45,272.0,12.8
1/10/2010 17:00,272.0,12.8
1/10/2010 17:15,310.5,11.1
1/10/2010 17:30,314.4,11.1
1/10/2010 17:45,314.0,11.1
1/10/2010 18:00,312.9,11.1
1/10/2010 18:15,300.6,11.1
1/10/2010 18:30,307.2,11.1
1/10/2010 18:45,303.8,11.1
1/10/2010 19:00,307.5,11.1
1/10/2010 19:15,313.8,10.0
1/10/2010 19:30,306.3,10.0
1/10/2010 19:45,298.1,10.0
1/10/2010 20:00,302.4,10.0
1/10/2010 20:15,304.1,9.4
1/10/2010 20:30,306.9,9.4
1/10/2010 20:45,307.0,9.4
1/10/2010 21:00,306.6,9.4
1/10/2010 21:15,293.1,10.6
1/10/2010 21:30,294.3,10.6
1/10/2010 21:45,291.3,10.6
1/10/2010 22:00,287.6,10.6
1/10/2010 22:15,199.3,10.0
1/10/2010 22:30,199.4,10.0
1/10/2010 22:45,163.0,10.0
1/10/2010 23:00,165.6,10.0
1/10/2010 23:15,161.7,9.4
1/10/2010 23:30,166.4,9.4
1/10/2010 23:45,166.8,9.4
1/11/2010 0:00,169.9,9.4
1/11/2010 0:15,170.3,8.9
1/11/2010 0:30,160.4,8.9
1/11/2010 0:45,163.9,8.9
1/11/2010 1:00,173.1,8.9
1/11/2010 1:15,169.6,8.3
1/11/2010 1:30,162.9,8.3
1/11/2010 1:45,154.9,8.3
1/11/2010 2:00,159.2,8.3
1/11/2010 2:15,150.8,8.3
1/11/2010 2:30,168.0,8.3
1/11/2010 2:45,163.9,8.3
1/11/2010 3:00,168.6,8.3
1/11/2010 3:15,152.0,7.8
1/11/2010 3:30,158.0,7.8
1/11/2010 3:45,168.4,7.8
1/11/2010 4:00,169.7,7.8
1/11/2010 4:15,164.1,7.8
1/11/2010 4:30,163.1,7.8
1/11/2010 4:45,167.4,7.8
1/11/2010 5:00,168.6,7.8
1/11/2010 5:15,166.4,7.2
1/11/2010 5:30,173.7,7.2
1/11/2010 5:45,172.1,7.2
1/11/2010 6:00,175.2,7.2
1/11/2010 6:15,171.5,7.2
1/11/2010 6:30,183.2,7.2
1/11/2010 6:45,199.1,7.2
1/11/2010 7:00,190.8,7.2
1/11/2010 7:15,190.1,7.2
1/11/2010 7:30,185.9,7.2
1/11/2010 7:45,185.2,7.2
1/11/2010 8:00,184.1,7.2
1/11/2010 8:15,269.8,7.2
1/11/2010 8:30,264.6,7.2
1/11/2010 8:45,262.6,7.2
1/11/2010 9:00,263.7,7.2
1/11/2010 9:15,263.9,9.4
1/11/2010 9:30,258.2,9.4
1/11/2010 9:45,259.2,9.4
1/11/2010 10:00,266.0,9.4
1/11/2010 10:15,264.5,10.0
1/11/2010 10:30,270.7,10.0
1/11/2010 10:45,268.3,10.0
1/11/2010 11:00,269.4,10.0
1/11/2010 11:15,264.3,10.6
1/11/2010 11:30,267.7,10.6
1/11/2010 11:45,267.0,10.6
1/11/2010 12:00,273.4,10.6
1/11/2010 12:15,276.2,11.7
1/11/2010 12:30,272.9,11.7
1/11/2010 12:45,272.3,11.7
1/11/2010 13:00,270.2,11.7
1/11/2010 13:15,269.1,12.2
1/11/2010 13:30,273.1,12.2
1/11/2010 13:45,271.2,12.2
1/11/2010 14:00,267.1,12.2
1/11/2010 14:15,271.1,12.8
1/11/2010 14:30,266.2,12.8
1/11/2010 14:45,272.9,12.8
1/11/2010 15:00,269.3,12.8
1/11/2010 15:15,265.0,12.2
1/11/2010 15:30,261.7,12.2
1/11/2010 15:45,267.1,12.2
1/11/2010 16:00,264.8,12.2
1/11/2010 16:15,267.3,11.1
1/11/2010 16:30,263.5,11.1
1/11/2010 16:45,264.1,11.1
1/11/2010 17:00,263.5,11.1
1/11/2010 17:15,307.0,10.6
1/11/2010 17:30,311.0,10.6
1/11/2010 17:45,308.4,10.6
1/11/2010 18:00,311.6,10.6
1/11/2010 18:15,304.2,10.0
1/11/2010 18:30,304.3,10.0
1/11/2010 18:45,295.3,10.0
1/11/2010 19:00,293.3,10.0
1/11/2010 19:15,302.4,10.0
1/11/2010 19:30,304.1,10.0
1/11/2010 19:45,302.5,10.0
1/11/2010 20:00,301.3,10.0
1/11/2010 20:15,298.8,10.0
1/11/2010 20:30,303.2,10.0
1/11/2010 20:45,300.3,10.0
1/11/2010 21:00,298.3,10.0
1/11/2010 21:15,296.6,9.4
1/11/2010 21:30,292.7,9.4
1/11/2010 21:45,296.8,9.4
1/11/2010 22:00,291.8,9.4
1/11/2010 22:15,290.1,8.9
1/11/2010 22:30,288.7,8.9
1/11/2010 22:45,287.3,8.9
1/11/2010 23:00,285.6,8.9
1/11/2010 23:15,189.2,12.8
1/11/2010 23:30,199.0,12.8
1/11/2010 23:45,163.9,12.8
1/12/2010 0:00,160.0,12.8
1/12/2010 0:15,164.6,12.2
1/12/2010 0:30,152.9,12.2
1/12/2010 0:45,165.8,12.2
1/12/2010 1:00,160.7,12.2
1/12/2010 1:15,154.1,13.3
1/12/2010 1:30,162.7,13.3
1/12/2010 1:45,161.1,13.3
1/12/2010 2:00,159.1,13.3
1/12/2010 2:15,160.4,13.9
1/12/2010 2:30,161.0,13.9
1/12/2010 2:45,161.9,13.9
1/12/2010 3:00,163.4,13.9
1/12/2010 3:15,160.2,12.8
1/12/2010 3:30,156.1,12.8
1/12/2010 3:45,160.8,12.8
1/12/2010 4:00,160.3,12.8
1/12/2010 4:15,164.3,12.2
1/12/2010 4:30,164.7,12.2
1/12/2010 4:45,161.5,12.2
1/12/2010 5:00,164.1,12.2
1/12/2010 5:15,165.5,12.8
1/12/2010 5:30,171.3,12.8
1/12/2010 5:45,176.7,12.8
1/12/2010 6:00,168.5,12.8
1/12/2010 6:15,170.0,12.8
1/12/2010 6:30,178.3,12.8
1/12/2010 6:45,180.0,12.8
1/12/2010 7:00,179.2,12.8
1/12/2010 7:15,187.0,13.3
1/12/2010 7:30,200.6,13.3
1/12/2010 7:45,185.5,13.3
1/12/2010 8:00,190.1,13.3
1/12/2010 8:15,282.3,11.7
1/12/2010 8:30,275.1,11.7
1/12/2010 8:45,266.5,11.7
1/12/2010 9:00,273.4,11.7
1/12/2010 9:15,283.3,13.3
1/12/2010 9:30,273.8,13.3
1/12/2010 9:45,278.7,13.3
1/12/2010 10:00,270.5,13.3
1/12/2010 10:15,268.6,13.9
1/12/2010 10:30,265.9,13.9
1/12/2010 10:45,262.5,13.9
1/12/2010 11:00,271.6,13.9
1/12/2010 11:15,270.2,15.0
1/12/2010 11:30,295.7,15.0
1/12/2010 11:45,285.4,15.0
1/12/2010 12:00,288.1,15.0
1/12/2010 12:15,283.3,15.6
1/12/2010 12:30,300.4,15.6
1/12/2010 12:45,279.2,15.6
1/12/2010 13:00,304.7,15.6
1/12/2010 13:15,298.5,16.1
1/12/2010 13:30,293.8,16.1
1/12/2010 13:45,286.1,16.1
1/12/2010 14:00,275.7,16.1
1/12/2010 14:15,283.7,16.7
1/12/2010 14:30,287.7,16.7
1/12/2010 14:45,294.4,16.7
1/12/2010 15:00,288.1,16.7
1/12/2010 15:15,282.5,17.8
1/12/2010 15:30,293.9,17.8
1/12/2010 15:45,295.8,17.8
1/12/2010 16:00,302.5,17.8
1/12/2010 16:15,296.7,17.2
1/12/2010 16:30,285.1,17.2
1/12/2010 16:45,288.2,17.2
1/12/2010 17:00,277.1,17.2
1/12/2010 17:15,327.0,15.6
1/12/2010 17:30,329.9,15.6
1/12/2010 17:45,331.2,15.6
1/12/2010 18:00,341.5,15.6
1/12/2010 18:15,322.0,15.0
1/12/2010 18:30,317.4,15.0
1/12/2010 18:45,319.8,15.0
1/12/2010 19:00,327.5,15.0
1/12/2010 19:15,336.6,16.1
1/12/2010 19:30,330.3,16.1
1/12/2010 19:45,326.5,16.1
1/12/2010 20:00,323.6,16.1
1/12/2010 20:15,318.7,15.6
1/12/2010 20:30,323.5,15.6
1/12/2010 20:45,320.6,15.6
1/12/2010 21:00,319.5,15.6
1/12/2010 21:15,315.7,15.6
1/12/2010 21:30,310.6,15.6
1/12/2010 21:45,310.0,15.6
1/12/2010 22:00,324.4,15.6
1/12/2010 22:15,306.2,15.6
1/12/2010 22:30,297.3,15.6
1/12/2010 22:45,307.4,15.6
1/12/2010 23:00,307.7,15.6
1/12/2010 23:15,222.9,15.0
1/12/2010 23:30,223.1,15.0
1/12/2010 23:45,182.4,15.0
1/13/2010 0:00,183.5,15.0
1/13/2010 0:15,184.0,15.0
1/13/2010 0:30,178.1,15.0
1/13/2010 0:45,184.9,15.0
1/13/2010 1:00,180.4,15.0
1/13/2010 1:15,177.0,14.4
1/13/2010 1:30,162.4,14.4
1/13/2010 1:45,155.0,14.4
1/13/2010 2:00,157.7,14.4
1/13/2010 2:15,164.7,13.9
1/13/2010 2:30,164.5,13.9
1/13/2010 2:45,172.1,13.9
1/13/2010 3:00,178.4,13.9
1/13/2010 3:15,167.2,13.3
1/13/2010 3:30,162.8,13.3
1/13/2010 3:45,168.7,13.3
1/13/2010 4:00,165.8,13.3
1/13/2010 4:15,167.8,12.8
1/13/2010 4:30,166.2,12.8
1/13/2010 4:45,172.9,12.8
1/13/2010 5:00,171.7,12.8
1/13/2010 5:15,168.5,12.2
1/13/2010 5:30,170.6,12.2
1/13/2010 5:45,172.3,12.2
1/13/2010 6:00,173.9,12.2
1/13/2010 6:15,175.0,11.1
1/13/2010 6:30,181.2,11.1
1/13/2010 6:45,171.3,11.1
1/13/2010 7:00,172.7,11.1
1/13/2010 7:15,197.8,11.1
1/13/2010 7:30,189.3,11.1
1/13/2010 7:45,179.4,11.1
1/13/2010 8:00,189.8,11.1
1/13/2010 8:15,268.2,10.6
1/13/2010 8:30,274.1,10.6
1/13/2010 8:45,263.1,10.6
1/13/2010 9:00,257.2,10.6
1/13/2010 9:15,272.5,12.8
1/13/2010 9:30,265.4,12.8
1/13/2010 9:45,274.4,12.8
1/13/2010 10:00,287.0,12.8
1/13/2010 10:15,283.8,15.0
1/13/2010 10:30,263.1,15.0
1/13/2010 10:45,258.0,15.0
1/13/2010 11:00,261.6,15.0
1/13/2010 11:15,267.7,15.0
1/13/2010 11:30,268.6,15.0
1/13/2010 11:45,268.6,15.0
1/13/2010 12:00,272.6,15.0
1/13/2010 12:15,269.4,15.6
1/13/2010 12:30,270.9,15.6
1/13/2010 12:45,275.5,15.6
1/13/2010 13:00,264.7,15.6
1/13/2010 13:15,273.8,15.0
1/13/2010 13:30,268.2,15.0
1/13/2010 13:45,275.3,15.0
1/13/2010 14:00,276.0,15.0
1/13/2010 14:15,277.0,16.1
1/13/2010 14:30,276.1,16.1
1/13/2010 14:45,274.8,16.1
1/13/2010 15:00,276.9,16.1
1/13/2010 15:15,275.4,15.6
1/13/2010 15:30,268.6,15.6
1/13/2010 15:45,269.2,15.6
1/13/2010 16:00,271.2,15.6
1/13/2010 16:15,270.5,16.1
1/13/2010 16:30,274.2,16.1
1/13/2010 16:45,288.7,16.1
1/13/2010 17:00,287.9,16.1
1/13/2010 17:15,321.8,15.0
1/13/2010 17:30,333.7,15.0
1/13/2010 17:45,318.3,15.0
1/13/2010 18:00,312.5,15.0
1/13/2010 18:15,309.1,11.7
1/13/2010 18:30,308.3,11.7
1/13/2010 18:45,319.9,11.7
1/13/2010 19:00,323.2,11.7
1/13/2010 19:15,313.9,12.8
1/13/2010 19:30,313.0,12.8
1/13/2010 19:45,308.2,12.8
1/13/2010 20:00,302.2,12.8
1/13/2010 20:15,304.0,12.8
1/13/2010 20:30,302.6,12.8
1/13/2010 20:45,297.2,12.8
1/13/2010 21:00,303.0,12.8
1/13/2010 21:15,294.0,12.8
1/13/2010 21:30,311.9,12.8
1/13/2010 21:45,317.7,12.8
1/13/2010 22:00,303.3,12.8
1/13/2010 22:15,287.3,11.1
1/13/2010 22:30,282.4,11.1
1/13/2010 22:45,282.9,11.1
1/13/2010 23:00,284.4,11.1
1/13/2010 23:15,196.8,10.0
1/13/2010 23:30,191.5,10.0
1/13/2010 23:45,159.1,10.0
1/14/2010 0:00,159.0,10.0
1/14/2010 0:15,163.5,8.9
1/14/2010 0:30,157.2,8.9
1/14/2010 0:45,165.9,8.9
1/14/2010 1:00,163.8,8.9
1/14/2010 1:15,166.5,8.3
1/14/2010 1:30,155.4,8.3
1/14/2010 1:45,152.6,8.3
1/14/2010 2:00,158.3,8.3
1/14/2010 2:15,155.2,7.8
1/14/2010 2:30,159.7,7.8
1/14/2010 2:45,158.2,7.8
1/14/2010 3:00,163.8,7.8
1/14/2010 3:15,162.6,6.1
1/14/2010 3:30,155.5,6.1
1/14/2010 3:45,165.8,6.1
1/14/2010 4:00,159.4,6.1
1/14/2010 4:15,160.7,6.7
1/14/2010 4:30,159.5,6.7
1/14/2010 4:45,160.3,6.7
1/14/2010 5:00,155.9,6.7
1/14/2010 5:15,168.6,6.7
1/14/2010 5:30,159.6,6.7
1/14/2010 5:45,159.7,6.7
1/14/2010 6:00,155.6,6.7
1/14/2010 6:15,164.3,7.2
1/14/2010 6:30,171.5,7.2
1/14/2010 6:45,173.0,7.2
1/14/2010 7:00,174.0,7.2
1/14/2010 7:15,178.5,7.2
1/14/2010 7:30,184.7,7.2
1/14/2010 7:45,173.7,7.2
1/14/2010 8:00,179.0,7.2
1/14/2010 8:15,255.7,6.7
1/14/2010 8:30,255.3,6.7
1/14/2010 8:45,253.0,6.7
1/14/2010 9:00,256.8,6.7
1/14/2010 9:15,262.7,9.4
1/14/2010 9:30,253.8,9.4
1/14/2010 9:45,262.7,9.4
1/14/2010 10:00,258.5,9.4
1/14/2010 10:15,261.9,11.7
1/14/2010 10:30,259.0,11.7
1/14/2010 10:45,255.9,11.7
1/14/2010 11:00,256.6,11.7
1/14/2010 11:15,271.0,12.2
1/14/2010 11:30,266.5,12.2
1/14/2010 11:45,261.5,12.2
1/14/2010 12:00,271.4,12.2
1/14/2010 12:15,263.4,13.9
1/14/2010 12:30,259.2,13.9
1/14/2010 12:45,265.2,13.9
1/14/2010 13:00,262.0,13.9
1/14/2010 13:15,268.2,15.0
1/14/2010 13:30,268.5,15.0
1/14/2010 13:45,266.9,15.0
1/14/2010 14:00,261.7,15.0
1/14/2010 14:15,268.6,15.0
1/14/2010 14:30,264.8,15.0
1/14/2010 14:45,267.2,15.0
1/14/2010 15:00,264.8,15.0
1/14/2010 15:15,268.3,15.6
1/14/2010 15:30,264.1,15.6
1/14/2010 15:45,264.0,15.6
1/14/2010 16:00,267.7,15.6
1/14/2010 16:15,260.7,15.6
1/14/2010 16:30,268.4,15.6
1/14/2010 16:45,256.9,15.6
1/14/2010 17:00,261.8,15.6
1/14/2010 17:15,297.9,13.3
1/14/2010 17:30,304.2,13.3
1/14/2010 17:45,302.9,13.3
1/14/2010 18:00,301.3,13.3
1/14/2010 18:15,298.4,12.8
1/14/2010 18:30,300.4,12.8
1/14/2010 18:45,293.2,12.8
1/14/2010 19:00,295.1,12.8
1/14/2010 19:15,305.7,11.7
1/14/2010 19:30,306.2,11.7
1/14/2010 19:45,304.4,11.7
1/14/2010 20:00,299.0,11.7
1/14/2010 20:15,300.2,11.1
1/14/2010 20:30,302.5,11.1
1/14/2010 20:45,305.0,11.1
1/14/2010 21:00,305.5,11.1
1/14/2010 21:15,303.3,10.6
1/14/2010 21:30,293.0,10.6
1/14/2010 21:45,289.1,10.6
1/14/2010 22:00,293.1,10.6
1/14/2010 22:15,287.2,9.4
1/14/2010 22:30,286.9,9.4
1/14/2010 22:45,285.4,9.4
1/14/2010 23:00,289.5,9.4
1/14/2010 23:15,200.8,10.0
1/14/2010 23:30,198.5,10.0
1/14/2010 23:45,167.7,10.0
1/15/2010 0:00,165.7,10.0
1/15/2010 0:15,157.9,8.9
1/15/2010 0:30,152.9,8.9
1/15/2010 0:45,156.8,8.9
1/15/2010 1:00,160.5,8.9
1/15/2010 1:15,169.3,8.3
1/15/2010 1:30,163.5,8.3
1/15/2010 1:45,149.6,8.3
1/15/2010 2:00,158.5,8.3
1/15/2010 2:15,158.7,7.8
1/15/2010 2:30,166.2,7.8
1/15/2010 2:45,165.0,7.8
1/15/2010 3:00,167.2,7.8
1/15/2010 3:15,161.8,7.2
1/15/2010 3:30,157.1,7.2
1/15/2010 3:45,164.5,7.2
1/15/2010 4:00,167.2,7.2
1/15/2010 4:15,163.3,6.1
1/15/2010 4:30,162.4,6.1
1/15/2010 4:45,162.1,6.1
1/15/2010 5:00,158.5,6.1
1/15/2010 5:15,164.3,6.7
1/15/2010 5:30,162.5,6.7
1/15/2010 5:45,167.4,6.7
1/15/2010 6:00,165.3,6.7
1/15/2010 6:15,173.0,7.2
1/15/2010 6:30,172.9,7.2
1/15/2010 6:45,179.2,7.2
1/15/2010 7:00,197.1,7.2
1/15/2010 7:15,191.4,6.1
1/15/2010 7:30,186.7,6.1
1/15/2010 7:45,170.9,6.1
1/15/2010 8:00,176.8,6.1
1/15/2010 8:15,264.5,6.1
1/15/2010 8:30,261.2,6.1
1/15/2010 8:45,253.1,6.1
1/15/2010 9:00,254.1,6.1
1/15/2010 9:15,261.3,8.3
1/15/2010 9:30,255.2,8.3
1/15/2010 9:45,259.2,8.3
1/15/2010 10:00,259.3,8.3
1/15/2010 10:15,253.1,10.6
1/15/2010 10:30,259.7,10.6
1/15/2010 10:45,262.1,10.6
1/15/2010 11:00,253.7,10.6
1/15/2010 11:15,264.7,11.7
1/15/2010 11:30,260.2,11.7
1/15/2010 11:45,259.6,11.7
1/15/2010 12:00,261.0,11.7
1/15/2010 12:15,269.8,13.9
1/15/2010 12:30,272.6,13.9
1/15/2010 12:45,267.2,13.9
1/15/2010 13:00,263.7,13.9
1/15/2010 13:15,263.7,12.8
1/15/2010 13:30,266.0,12.8
1/15/2010 13:45,262.4,12.8
1/15/2010 14:00,261.7,12.8
1/15/2010 14:15,263.1,11.7
1/15/2010 14:30,260.5,11.7
1/15/2010 14:45,263.1,11.7
1/15/2010 15:00,263.2,11.7
1/15/2010 15:15,267.7,12.2
1/15/2010 15:30,268.2,12.2
1/15/2010 15:45,271.2,12.2
1/15/2010 16:00,270.8,12.2
1/15/2010 16:15,268.7,12.2
1/15/2010 16:30,260.0,12.2
1/15/2010 16:45,259.1,12.2
1/15/2010 17:00,262.1,12.2
1/15/2010 17:15,297.6,12.2
1/15/2010 17:30,302.3,12.2
1/15/2010 17:45,302.4,12.2
1/15/2010 18:00,296.6,12.2
1/15/2010 18:15,301.1,11.7
1/15/2010 18:30,301.9,11.7
1/15/2010 18:45,303.9,11.7
1/15/2010 19:00,301.6,11.7
1/15/2010 19:15,308.3,10.6
1/15/2010 19:30,304.4,10.6
1/15/2010 19:45,299.7,10.6
1/15/2010 20:00,295.6,10.6
1/15/2010 20:15,301.9,8.9
1/15/2010 20:30,300.0,8.9
1/15/2010 20:45,303.4,8.9
1/15/2010 21:00,301.7,8.9
1/15/2010 21:15,290.4,9.4
1/15/2010 21:30,291.1,9.4
1/15/2010 21:45,287.3,9.4
1/15/2010 22:00,291.7,9.4
1/15/2010 22:15,288.7,10.6
1/15/2010 22:30,283.5,10.6
1/15/2010 22:45,277.3,10.6
1/15/2010 23:00,277.9,10.6
1/15/2010 23:15,192.6,8.9
1/15/2010 23:30,193.3,8.9
1/15/2010 23:45,161.5,8.9
1/16/2010 0:00,155.5,8.9
1/16/2010 0:15,153.2,8.9
1/16/2010 0:30,134.1,8.9
1/16/2010 0:45,155.0,8.9
1/16/2010 1:00,150.8,8.9
1/16/2010 1:15,162.5,8.9
1/16/2010 1:30,155.9,8.9
1/16/2010 1:45,156.3,8.9
1/16/2010 2:00,160.6,8.9
1/16/2010 2:15,152.8,7.2
1/16/2010 2:30,159.3,7.2
1/16/2010 2:45,159.1,7.2
1/16/2010 3:00,152.7,7.2
1/16/2010 3:15,148.8,7.8
1/16/2010 3:30,147.2,7.8
1/16/2010 3:45,149.7,7.8
1/16/2010 4:00,155.6,7.8
1/16/2010 4:15,153.9,7.8
1/16/2010 4:30,149.4,7.8
1/16/2010 4:45,152.6,7.8
1/16/2010 5:00,150.9,7.8
1/16/2010 5:15,151.8,6.7
1/16/2010 5:30,152.3,6.7
1/16/2010 5:45,155.5,6.7
1/16/2010 6:00,150.5,6.7
1/16/2010 6:15,159.7,6.7
1/16/2010 6:30,160.8,6.7
1/16/2010 6:45,159.7,6.7
1/16/2010 7:00,154.0,6.7
1/16/2010 7:15,161.6,6.7
1/16/2010 7:30,170.3,6.7
1/16/2010 7:45,171.0,6.7
1/16/2010 8:00,173.3,6.7
1/16/2010 8:15,258.3,6.7
